index,ticker,tradeDate,expiration_date,call_volume,call_open_interest,strike_price,put_open_interest,put_volume,delta,Ticker,Trade_date,W_Close,W_High,W_Low,W_Open,W_Vol,W_Unadj_Cls,W_Unadj_Hig,W_Unadj_Low,W_Unadj_Open
125.0,AMZN,2020-02-26,2020-02-28,3206.0,724.0,2010.0,495,639.0,0.330102375,AMZN,2020-02-26,98.98,100.73,98.02,98.51,104808000.0,1979.59,2014.67,1960.45,1970.28
188.0,AMZN,2020-03-04,2020-03-06,197.0,116.0,1977.5,23,10.0,0.384820542,AMZN,2020-03-04,98.79,98.9,96.1,97.33,95458000.0,1975.83,1978.0,1922.0,1946.57
154.0,AMZN,2020-03-11,2020-03-13,467.0,92.0,1852.5,90,138.0,0.399645257,AMZN,2020-03-11,91.04,93.57,90.08,92.89,112936000.0,1820.86,1871.32,1801.5,1857.85
151.0,AMZN,2020-03-18,2020-03-20,1287.0,602.0,1830.0,611,299.0,0.37451523,AMZN,2020-03-18,91.5,92.08,87.25,87.5,192904000.0,1830.0,1841.66,1745.0,1750.0
135.0,AMZN,2020-03-25,2020-03-27,4258.0,1366.0,1950.0,358,562.0,0.304408024,AMZN,2020-03-25,94.29,97.51,94.29,96.03,129579992.0,1885.84,1950.26,1885.78,1920.69
143.0,AMZN,2020-04-01,2020-04-03,333.0,94.0,1927.5,82,379.0,0.352609022,AMZN,2020-04-01,95.38,97.25,94.65,96.65,82436000.0,1907.7,1944.96,1893.0,1932.97
183.0,AMZN,2020-04-08,2020-04-09,3647.0,866.0,2040.0,105,664.0,0.453125173,AMZN,2020-04-08,102.15,102.2,100.56,101.05,79546000.0,2043.0,2044.0,2011.15,2021.0
203.0,AMZN,2020-04-15,2020-04-17,2999.0,281.0,2330.0,32,622.0,0.41342595,AMZN,2020-04-15,115.38,116.67,112.25,112.88,137330000.0,2307.68,2333.37,2245.0,2257.68
229.0,AMZN,2020-04-22,2020-04-24,1495.0,462.0,2390.0,628,315.0,0.413792918,AMZN,2020-04-22,118.17,119.7,117.55,118.45,84364000.0,2363.49,2394.0,2351.0,2369.0
220.0,AMZN,2020-04-29,2020-05-01,355.0,384.0,2390.0,293,30.0,0.49872906,AMZN,2020-04-29,118.64,119.59,115.5,116.5,91830000.0,2372.71,2391.89,2310.0,2330.01
