index,ticker,tradeDate,expiration_date,call_volume,call_open_interest,strike_price,put_open_interest,put_volume,delta,Ticker,Trade_date,W_Close,W_High,W_Low,W_Open,W_Vol,W_Unadj_Cls,W_Unadj_Hig,W_Unadj_Low,W_Unadj_Open
27.0,AMD,2021-03-10,2021-03-12,14977.0,3903.0,79.0,849.0,2058.0,0.364912438,AMD,2021-03-10,77.52,80.04,77.41,79.75,45380703.0,77.52,80.04,77.41,79.75
48.0,AMD,2021-03-17,2021-03-19,6541.0,9476.0,82.5,9034.0,2902.0,0.520548848,AMD,2021-03-17,82.63,83.25,80.41,81.75,43293947.0,82.63,83.25,80.41,81.75
25.0,AMD,2021-03-24,2021-03-26,2622.0,664.0,77.0,4009.0,10385.0,0.507384495,AMD,2021-03-24,76.48,78.8,76.4,77.55,43719869.0,76.48,78.8,76.4,77.55
39.0,AMD,2021-03-31,2021-04-01,13309.0,7166.0,79.0,1125.0,6499.0,0.442546279,AMD,2021-03-31,78.5,79.13,76.52,76.57,43621301.0,78.5,79.13,76.52,76.57
39.0,AMD,2021-04-07,2021-04-09,13954.0,4919.0,83.0,821.0,2911.0,0.383295172,AMD,2021-04-07,82.2,83.1,80.35,81.32,35570006.0,82.2,83.1,80.35,81.32
33.0,AMD,2021-04-14,2021-04-16,9340.0,2789.0,79.0,4035.0,3427.0,0.441017654,AMD,2021-04-14,78.55,80.13,77.93,79.88,34230653.0,78.55,80.13,77.93,79.88
34.0,AMD,2021-04-21,2021-04-23,7401.0,4297.0,81.5,801.0,1406.0,0.470311885,AMD,2021-04-21,81.61,81.66,78.86,78.99,35042956.0,81.61,81.66,78.86,78.99
63.0,AMD,2021-04-28,2021-04-30,14933.0,7536.0,89.0,731.0,1480.0,0.105800504,AMD,2021-04-28,84.02,89.2,83.92,88.85,108804337.0,84.02,89.2,83.92,88.85
36.0,AMD,2021-05-05,2021-05-07,11820.0,5138.0,79.0,3467.0,3074.0,0.300271265,AMD,2021-05-05,77.83,79.3,77.36,79.05,42256902.0,77.83,79.3,77.36,79.05
22.0,AMD,2021-05-12,2021-05-14,6080.0,2101.0,76.0,3783.0,3000.0,0.310022831,AMD,2021-05-12,74.64,76.13,74.16,75.09,42491659.0,74.64,76.13,74.16,75.09
28.0,AMD,2021-05-19,2021-05-21,16631.0,4748.0,76.5,919.0,2471.0,0.392072519,AMD,2021-05-19,76.23,76.97,72.76,73.16,73925181.0,76.23,76.97,72.76,73.16
30.0,AMD,2021-05-26,2021-05-28,6184.0,2635.0,78.5,972.0,2601.0,0.471152534,AMD,2021-05-26,78.34,78.59,77.59,77.83,30346544.0,78.34,78.59,77.59,77.83
36.0,AMD,2021-06-02,2021-06-04,13056.0,5592.0,82.5,375.0,2378.0,0.407842315,AMD,2021-06-02,81.97,82.6,80.66,81.0,35189747.0,81.97,82.6,80.66,81.0
28.0,AMD,2021-06-09,2021-06-11,36065.0,5782.0,81.0,4651.0,1443.0,0.288100518,AMD,2021-06-09,79.96,81.68,79.8,81.09,28380699.0,79.96,81.68,79.8,81.09
42.0,AMD,2021-06-16,2021-06-18,12999.0,7618.0,81.0,4837.0,3463.0,0.366605402,AMD,2021-06-16,80.11,81.45,78.96,80.75,29579150.0,80.11,81.45,78.96,80.75
38.0,AMD,2021-06-23,2021-06-25,20059.0,5683.0,84.0,2432.0,4226.0,0.482706207,AMD,2021-06-23,83.82,84.49,83.16,83.83,25983514.0,83.82,84.49,83.16,83.83
46.0,AMD,2021-06-30,2021-07-02,41333.0,17396.0,91.0,762.0,8225.0,0.809891122,AMD,2021-06-30,93.93,94.33,90.6,90.82,70600492.0,93.93,94.33,90.6,90.82
45.0,AMD,2021-07-07,2021-07-09,44711.0,18601.0,95.0,4573.0,2906.0,0.093466951,AMD,2021-07-07,90.54,95.44,90.31,95.02,51461847.0,90.54,95.44,90.31,95.02
39.0,AMD,2021-07-14,2021-07-16,19643.0,9379.0,91.0,2865.0,1927.0,0.241679865,AMD,2021-07-14,89.05,91.39,88.94,90.76,28077498.0,89.05,91.39,88.94,90.76
40.0,AMD,2021-07-21,2021-07-23,16825.0,3817.0,89.0,2175.0,3098.0,0.511085735,AMD,2021-07-21,89.41,89.49,86.9,87.25,29455984.0,89.41,89.49,86.9,87.25
